PROFILE,OIO,VM_Name,TBytes,RBytes,WBytes,TIOS,RIOS,WIOS,TBW,RBW,WBW,TIOPS,RIOPS,WIOPS,TLAT,RLAT,WLAT
64K - 2 Threads - 100% writes -random ,4,stress-test-vm-10.90.1.4-1.txt,233007480832,0,233007480832,3555412,0,3555412,740.71,0.00,740.71,11851.29,0.00,11851.29,0.673,0.000,0.673
64K - 2 Threads - 100% writes -random ,4,stress-test-vm-10.90.1.5-1.txt,233020456960,0,233020456960,3555610,0,3555610,740.72,0.00,740.72,11851.47,0.00,11851.47,0.673,0.000,0.673
64K - 2 Threads - 100% writes -random ,64,stress-test-vm-10.90.1.4-1.txt,207688630272,0,207688630272,3169077,0,3169077,660.20,0.00,660.20,10563.12,0.00,10563.12,12.098,0.000,12.098
64K - 2 Threads - 100% writes -random ,64,stress-test-vm-10.90.1.5-1.txt,383426887680,0,383426887680,5850630,0,5850630,1218.83,0.00,1218.83,19501.28,0.00,19501.28,6.546,0.000,6.546
64K - 2 Threads - 100% writes -random ,8,stress-test-vm-10.90.1.4-1.txt,261264375808,0,261264375808,3986578,0,3986578,830.53,0.00,830.53,13288.51,0.00,13288.51,1.201,0.000,1.201
64K - 2 Threads - 100% writes -random ,8,stress-test-vm-10.90.1.5-1.txt,261142020096,0,261142020096,3984711,0,3984711,830.13,0.00,830.13,13282.04,0.00,13282.04,1.202,0.000,1.202
64K - 2 Threads - 100% writes -seq ,1,stress-test-vm-10.90.1.4-1.txt,128229507072,0,128229507072,1956627,0,1956627,407.63,0.00,407.63,6522.08,0.00,6522.08,0.306,0.000,0.306
64K - 2 Threads - 100% writes -seq ,1,stress-test-vm-10.90.1.5-1.txt,128817233920,0,128817233920,1965595,0,1965595,409.48,0.00,409.48,6551.68,0.00,6551.68,0.305,0.000,0.305
64K - 2 Threads - 100% writes -seq ,128,stress-test-vm-10.90.1.4-1.txt,281551634432,0,281551634432,4296137,0,4296137,895.03,0.00,895.03,14320.45,0.00,14320.45,17.829,0.000,17.829
64K - 2 Threads - 100% writes -seq ,128,stress-test-vm-10.90.1.5-1.txt,498224070656,0,498224070656,7602296,0,7602296,1583.75,0.00,1583.75,25340.07,0.00,25340.07,10.062,0.000,10.062
64K - 2 Threads - 100% writes -seq ,16,stress-test-vm-10.90.1.4-1.txt,317874176000,0,317874176000,4850375,0,4850375,1010.49,0.00,1010.49,16167.76,0.00,16167.76,1.977,0.000,1.977
64K - 2 Threads - 100% writes -seq ,16,stress-test-vm-10.90.1.5-1.txt,317943382016,0,317943382016,4851431,0,4851431,1010.71,0.00,1010.71,16171.36,0.00,16171.36,1.975,0.000,1.975
64K - 2 Threads - 100% writes -seq ,2,stress-test-vm-10.90.1.4-1.txt,222654103552,0,222654103552,3397432,0,3397432,707.77,0.00,707.77,11324.24,0.00,11324.24,0.352,0.000,0.352
64K - 2 Threads - 100% writes -seq ,2,stress-test-vm-10.90.1.5-1.txt,221998088192,0,221998088192,3387422,0,3387422,705.70,0.00,705.70,11291.28,0.00,11291.28,0.353,0.000,0.353
64K - 2 Threads - 100% writes -seq ,32,stress-test-vm-10.90.1.4-1.txt,336854646784,0,336854646784,5139994,0,5139994,1070.80,0.00,1070.80,17132.86,0.00,17132.86,3.723,0.000,3.723
64K - 2 Threads - 100% writes -seq ,32,stress-test-vm-10.90.1.5-1.txt,335359967232,0,335359967232,5117187,0,5117187,1066.07,0.00,1066.07,17057.11,0.00,17057.11,3.740,0.000,3.740
64K - 2 Threads - 100% writes -seq ,4,stress-test-vm-10.90.1.4-1.txt,265638445056,0,265638445056,4053321,0,4053321,844.42,0.00,844.42,13510.74,0.00,13510.74,0.591,0.000,0.591
64K - 2 Threads - 100% writes -seq ,4,stress-test-vm-10.90.1.5-1.txt,262016663552,0,262016663552,3998057,0,3998057,832.92,0.00,832.92,13326.78,0.00,13326.78,0.599,0.000,0.599
64K - 2 Threads - 100% writes -seq ,64,stress-test-vm-10.90.1.4-1.txt,254920753152,0,254920753152,3889782,0,3889782,810.34,0.00,810.34,12965.39,0.00,12965.39,9.850,0.000,9.850
64K - 2 Threads - 100% writes -seq ,64,stress-test-vm-10.90.1.5-1.txt,433064837120,0,433064837120,6608045,0,6608045,1376.67,0.00,1376.67,22026.70,0.00,22026.70,5.789,0.000,5.789
64K - 2 Threads - 100% writes -seq ,8,stress-test-vm-10.90.1.4-1.txt,283297120256,0,283297120256,4322771,0,4322771,900.54,0.00,900.54,14408.71,0.00,14408.71,1.100,0.000,1.100
64K - 2 Threads - 100% writes -seq ,8,stress-test-vm-10.90.1.5-1.txt,287616073728,0,287616073728,4388673,0,4388673,914.30,0.00,914.30,14628.74,0.00,14628.74,1.084,0.000,1.084
8K - 1 Thread - 100% reads -random ,1,stress-test-vm-10.90.1.4-1.txt,26724163584,26724163584,0,3262227,3262227,0,84.95,84.95,0.00,10873.88,10873.88,0.00,0.092,0.092,0.000
8K - 1 Thread - 100% reads -random ,1,stress-test-vm-10.90.1.5-1.txt,26724573184,26724573184,0,3262277,3262277,0,84.95,84.95,0.00,10874.08,10874.08,0.00,0.092,0.092,0.000
8K - 1 Thread - 100% reads -seq ,1,stress-test-vm-10.90.1.4-1.txt,27047444480,27047444480,0,3301690,3301690,0,85.98,85.98,0.00,11005.49,11005.49,0.00,0.091,0.091,0.000
8K - 1 Thread - 100% reads -seq ,1,stress-test-vm-10.90.1.5-1.txt,27064123392,27064123392,0,3303726,3303726,0,86.03,86.03,0.00,11012.27,11012.27,0.00,0.091,0.091,0.000
8K - 1 Thread - 100% writes -random ,1,stress-test-vm-10.90.1.4-1.txt,10463436800,0,10463436800,1277275,0,1277275,33.26,0.00,33.26,4257.43,0.00,4257.43,0.234,0.000,0.234
8K - 1 Thread - 100% writes -random ,1,stress-test-vm-10.90.1.5-1.txt,10470834176,0,10470834176,1278178,0,1278178,33.29,0.00,33.29,4260.48,0.00,4260.48,0.234,0.000,0.234
8K - 1 Thread - 100% writes -seq ,1,stress-test-vm-10.90.1.4-1.txt,10777378816,0,10777378816,1315598,0,1315598,34.26,0.00,34.26,4385.22,0.00,4385.22,0.228,0.000,0.228
8K - 1 Thread - 100% writes -seq ,1,stress-test-vm-10.90.1.5-1.txt,10774568960,0,10774568960,1315255,0,1315255,34.25,0.00,34.25,4384.06,0.00,4384.06,0.228,0.000,0.228
8K - 2 Threads - 10% writes -random ,1,stress-test-vm-10.90.1.4-1.txt,46090756096,41485959168,4604796928,5626313,5064204,562109,146.52,131.88,14.64,18754.04,16880.38,1873.66,0.106,0.093,0.227
8K - 2 Threads - 10% writes -random ,1,stress-test-vm-10.90.1.5-1.txt,46055211008,41453961216,4601249792,5621974,5060298,561676,146.40,131.77,14.63,18739.28,16867.09,1872.19,0.107,0.093,0.227
8K - 2 Threads - 10% writes -random ,128,stress-test-vm-10.90.1.4-1.txt,200568750080,180508532736,20060217344,24483490,22034733,2448757,637.57,573.80,63.77,81608.49,73446.29,8162.21,3.104,3.085,3.277
8K - 2 Threads - 10% writes -random ,128,stress-test-vm-10.90.1.5-1.txt,401608024064,361435119616,40172904448,49024417,44120498,4903919,1276.66,1148.95,127.70,163412.09,147065.96,16346.13,1.539,1.522,1.688
8K - 2 Threads - 10% writes -random ,16,stress-test-vm-10.90.1.4-1.txt,288246218752,259413983232,28832235520,35186306,31666746,3519560,916.28,824.63,91.65,117283.99,105552.49,11731.50,0.266,0.251,0.405
8K - 2 Threads - 10% writes -random ,16,stress-test-vm-10.90.1.5-1.txt,287727894528,258947407872,28780486656,35123034,31609791,3513243,914.63,823.14,91.49,117072.33,105361.96,11710.36,0.267,0.251,0.405
8K - 2 Threads - 10% writes -random ,256,stress-test-vm-10.90.1.4-1.txt,199640293376,179671801856,19968491520,24370153,21932593,2437560,634.64,571.16,63.48,81233.66,73108.48,8125.18,6.281,6.262,6.450
8K - 2 Threads - 10% writes -random ,256,stress-test-vm-10.90.1.5-1.txt,401426825216,361271721984,40155103232,49002298,44100552,4901746,1276.08,1148.43,127.65,163337.81,146998.98,16338.83,3.115,3.098,3.262
8K - 2 Threads - 10% writes -random ,32,stress-test-vm-10.90.1.4-1.txt,299343568896,269398147072,29945421824,36540963,32885516,3655447,951.58,856.39,95.19,121802.76,109617.99,12184.78,0.516,0.500,0.663
8K - 2 Threads - 10% writes -random ,32,stress-test-vm-10.90.1.5-1.txt,299204288512,269272760320,29931528192,36523961,32870210,3653751,951.13,855.98,95.15,121744.52,109565.55,12178.97,0.517,0.500,0.663
8K - 2 Threads - 10% writes -random ,64,stress-test-vm-10.90.1.4-1.txt,219043749888,197132476416,21911273472,26738739,24064023,2674716,696.29,626.64,69.65,89124.80,80209.51,8915.29,1.421,1.402,1.594
8K - 2 Threads - 10% writes -random ,64,stress-test-vm-10.90.1.5-1.txt,375040876544,337524637696,37516238848,45781357,41201738,4579619,1192.21,1072.95,119.26,152603.20,137337.94,15265.26,0.824,0.808,0.967
8K - 2 Threads - 10% writes -random ,8,stress-test-vm-10.90.1.4-1.txt,230028197888,207016583168,23011614720,28079614,25270579,2809035,731.23,658.08,73.15,93597.12,84233.83,9363.29,0.163,0.149,0.293
8K - 2 Threads - 10% writes -random ,8,stress-test-vm-10.90.1.5-1.txt,226760605696,204074827776,22685777920,27680738,24911478,2769260,720.84,648.72,72.11,92267.42,83036.72,9230.70,0.166,0.152,0.293
8K - 2 Threads - 30% writes -random ,1,stress-test-vm-10.90.1.4-1.txt,36141301760,25298501632,10842800128,4411780,3088196,1323584,114.89,80.42,34.47,14705.40,10293.61,4411.79,0.136,0.096,0.228
8K - 2 Threads - 30% writes -random ,1,stress-test-vm-10.90.1.5-1.txt,36115128320,25280356352,10834771968,4408585,3085981,1322604,114.80,80.36,34.44,14694.76,10286.24,4408.52,0.136,0.096,0.228
8K - 2 Threads - 30% writes -random ,128,stress-test-vm-10.90.1.4-1.txt,198763069440,139144609792,59618459648,24263070,16985426,7277644,631.84,442.32,189.52,80875.51,56617.11,24258.40,3.134,3.030,3.376
8K - 2 Threads - 30% writes -random ,128,stress-test-vm-10.90.1.5-1.txt,400190496768,280124391424,120066105344,48851379,34194872,14656507,1272.12,890.45,381.66,162831.03,113978.08,48852.95,1.544,1.443,1.780
8K - 2 Threads - 30% writes -random ,16,stress-test-vm-10.90.1.4-1.txt,265970237440,186193133568,79777103872,32467070,22728654,9738416,845.46,591.86,253.59,108218.59,75758.69,32459.89,0.289,0.225,0.438
8K - 2 Threads - 30% writes -random ,16,stress-test-vm-10.90.1.5-1.txt,265893568512,186137714688,79755853824,32457711,22721889,9735822,845.22,591.69,253.53,108188.20,75736.71,32451.49,0.289,0.225,0.438
8K - 2 Threads - 30% writes -random ,256,stress-test-vm-10.90.1.4-1.txt,196394147840,137483132928,58911014912,23973895,16782609,7191286,624.31,437.04,187.27,79911.74,55941.16,23970.58,6.385,6.284,6.621
8K - 2 Threads - 30% writes -random ,256,stress-test-vm-10.90.1.5-1.txt,396066275328,277237039104,118829236224,48347934,33842412,14505522,1259.05,881.30,377.74,161158.35,112807.04,48351.31,3.157,3.060,3.383
8K - 2 Threads - 30% writes -random ,32,stress-test-vm-10.90.1.4-1.txt,287210848256,201057525760,86153322496,35059918,24543155,10516763,912.99,639.12,273.86,116862.49,81807.79,35054.71,0.538,0.451,0.743
8K - 2 Threads - 30% writes -random ,32,stress-test-vm-10.90.1.5-1.txt,286799929344,200770207744,86029721600,35009757,24508082,10501675,911.71,638.23,273.48,116698.29,81692.98,35005.31,0.539,0.452,0.743
8K - 2 Threads - 30% writes -random ,64,stress-test-vm-10.90.1.4-1.txt,218276601856,152795979776,65480622080,26645093,18651853,7993240,693.87,485.72,208.15,88815.55,62171.85,26643.71,1.426,1.325,1.661
8K - 2 Threads - 30% writes -random ,64,stress-test-vm-10.90.1.5-1.txt,373879611392,261707276288,112172335104,45639601,31946689,13692912,1188.52,831.94,356.58,152130.78,106488.11,45642.67,0.826,0.729,1.052
8K - 2 Threads - 30% writes -random ,8,stress-test-vm-10.90.1.4-1.txt,193308868608,135324762112,57984106496,23597274,16519136,7078138,614.51,430.18,184.33,78656.99,55063.38,23593.62,0.198,0.148,0.314
8K - 2 Threads - 30% writes -random ,8,stress-test-vm-10.90.1.5-1.txt,193413136384,135397949440,58015186944,23610002,16528070,7081932,614.81,430.40,184.42,78696.31,55090.98,23605.33,0.198,0.148,0.314
